id,title,user,bot,timestamp,domain,namespace,comment,length_old,length_new,revision_old,revision_new,minor,patrolled,wiki,title_url,wiki_url,rule_score,rules,diff_added,diff_removed,nlp_score,nlp_notes,entropy,kl_divergence,compression_ratio,mass_rule,mass_nlp,is_reverted,revert_by,revert_comment,llm_class,llm_conf,llm_reason,mass_llm
2009138489,Li Liu (Cheng-Han),Zangxuangao,False,1774366148,en.wikipedia.org,0,/* Service under Li Xiáng and Li Te */,13216,13197,1345150883,1345151043,False,False,enwiki,https://en.wikipedia.org/wiki/Li_Liu_(Cheng-Han),https://en.wikipedia.org/w/index.php?diff=1345151043&oldid=1345150883,0.0,,"In 300, Li Liu's other brother [[Li Xiang (Xuanxu)|Li Xiáng]] (courtesy name ''Xuanxu'') joined a rebellion led by [[Zhao Xin (Jin dynasty)|Zhao Xin]] against the [[Jin dynasty (266–420)]] in Yizhou. Li Liu followed suit and gathered his own men to join his brother. However, Zhao Xin would kill Li Xiáng out of jealousy the following year. Zhao Xin sent messengers to console Li Liu and Li Te about their loss, but they only grew enraged. The two brothers led troops to [[Chengdu]] to avenge Li Xiáng, forcing Zhao Xin to flee from the province.<ref>(廞恐朝廷討己，遣長史費遠、犍為太守李苾、督護常俊督萬餘人斷北道，次綿竹之石亭。特密收合得七千餘人，夜襲遠軍，遠大潰，因放火燒之，死者十八九。進攻成都。廞聞兵至，驚懼不知所為。李苾、張征等夜斬關走出，文武盡散。廞獨與妻子乘小船走至廣都，為下人硃竺所殺。特至成都，縱兵大掠，害西夷護軍薑發，殺廞長史袁治及廞所置守長，遣其牙門王角、李基詣洛陽陳廞之罪狀。) Book of Jin, Volume 120</ref>","In 300, Li Liu's other brother {{ill|lt=Li Xiáng|Li Xiang (Xuanlong)|zh|李庠}} (courtesy name ''Xuanxu'') joined a rebellion led by [[Zhao Xin (Jin dynasty)|Zhao Xin]] against the [[Jin dynasty (266–420)]] in Yizhou. Li Liu followed suit and gathered his own men to join his brother. However, Zhao Xin would kill Li Xiáng out of jealousy the following year. Zhao Xin sent messengers to console Li Liu and Li Te about their loss, but they only grew enraged. The two brothers led troops to [[Chengdu]] to avenge Li Xiáng, forcing Zhao Xin to flee from the province.<ref>(廞恐朝廷討己，遣長史費遠、犍為太守李苾、督護常俊督萬餘人斷北道，次綿竹之石亭。特密收合得七千餘人，夜襲遠軍，遠大潰，因放火燒之，死者十八九。進攻成都。廞聞兵至，驚懼不知所為。李苾、張征等夜斬關走出，文武盡散。廞獨與妻子乘小船走至廣都，為下人硃竺所殺。特至成都，縱兵大掠，害西夷護軍薑發，殺廞長史袁治及廞所置守長，遣其牙門王角、李基詣洛陽陳廞之罪狀。) Book of Jin, Volume 120</ref>",2.5,it:high_entropy(5.76),5.7584,0.0,0.7319,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0815, ""s"": 0.2083, ""t"": 0.7101}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,"The edit significantly alters the text, introducing new details about a rebellion and Li Xiáng's death. While it could be a legitimate addition, the lack of sources and the specific wording raise suspicion.","{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}"
2009138491,Francesca Cima,Mellamelina,False,1774366151,en.wikipedia.org,0,,22495,22313,1345151005,1345151051,False,False,enwiki,https://en.wikipedia.org/wiki/Francesca_Cima,https://en.wikipedia.org/w/index.php?diff=1345151051&oldid=1345151005,1.0,rule:no_comment,,"{{AfC submission|t||ts=20260324002338|u=Mellamelina|ns=118|demo=}}
<!-- Important, do not remove anything above this line before article has been created. -->
{{Draft categories|
}}",2.5,nlp:markup_del,0.0,0.0,0.5,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0815, ""s"": 0.2083, ""t"": 0.7101}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,The edit appears to be a standard AfC (Articles for Creation) submission template being added to the page. There are no signs of vandalism or inappropriate content.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009138494,Lil Wop,~2026-18434-75,False,1774366148,en.wikipedia.org,0,Added a photo to career,10099,10150,1345144073,1345151046,False,False,enwiki,https://en.wikipedia.org/wiki/Lil_Wop,https://en.wikipedia.org/w/index.php?diff=1345151046&oldid=1345144073,0.0,,[[File:Lil_Wop_In_2017.jpg|thumb|Lil Wop in 2017]],,2.0,it:random(1.40),3.8842,0.4521,1.4,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,Adding a photo to the 'career' section is a common and legitimate edit. No indication of vandalism found.,"{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009138496,PAOK BC,~2026-15593-97,False,1774366148,en.wikipedia.org,0,,82331,82326,1344455908,1345151041,False,False,enwiki,https://en.wikipedia.org/wiki/PAOK_BC,https://en.wikipedia.org/w/index.php?diff=1345151041&oldid=1344455908,1.0,rule:no_comment,|align=center|2025–26,|align=center|2025–present,2.0,it:random(1.40),3.6835,0.3039,1.4,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SUSPICIOUS,0.7,The edit changes the season from '2025–present' to '2025–26'. This could be a simple mistake or an attempt to prematurely update information about the upcoming season.,"{""v"": 0.25, ""s"": 0.15, ""t"": 0.6}"
2009138499,Inflight smoking,Dustwater98,False,1774366151,en.wikipedia.org,0,Added update to the article,24115,24294,1345149867,1345151050,False,False,enwiki,https://en.wikipedia.org/wiki/Inflight_smoking,https://en.wikipedia.org/w/index.php?diff=1345151050&oldid=1345149867,0.0,,"In 1992, the International Civil Aviation Organization (ICAO) adopted Assembly Resolution A29-15, urging states to restrict smoking progressively on international passenger flights with the objective of complete bans by 1 July 1996.<ref>{{Cite web |title=Related ICAO Resolutions |url=https://www.icao.int/related-icao-resolutions |access-date=2026-03-24 |website=www.icao.int |language=en}}</ref><ref>{{Cite web |title=Airline smoking ban set for 1996 |url=https://www.independent.co.uk/news/world/airline-smoking-ban-set-for-1996-1556490.html |access-date=2026-03-24}}</ref>","In 1992, the International Civil Aviation Organization (ICAO) adopted Assembly Resolution A29-15, urging states to restrict smoking progressively on international passenger flights with the objective of complete bans by 1 July 1996.<ref>{{Cite web |title=Related ICAO Resolutions |url=https://www.icao.int/related-icao-resolutions |access-date=2026-03-24 |website=www.icao.int |language=en}}</ref>",3.5,ned:number_change;nlp:ext_link(icao.int),4.4224,0.0,0.7586,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.1221, ""s"": 0.1763, ""t"": 0.7016}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,"The edit appears to be a duplicate addition of existing content. While the added text is identical to removed text, it's possible this was an accidental copy-paste error rather than malicious intent.","{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009138500,Curtain,TonySt,False,1774366151,en.wikipedia.org,0,[[WP:CVPI|CVPI]]: Reverting non-[[WP:NPOV|neutral]] content by [[Special:Contributions/~2026-18438-22|~2026-18438-22]],17604,17584,1345150973,1345151053,True,False,enwiki,https://en.wikipedia.org/wiki/Curtain,https://en.wikipedia.org/w/index.php?diff=1345151053&oldid=1345150973,0.0,,"Curtains are often hung on the inside of a building's [[window]]s to block the passage of light. For instance, at [[night]] to aid [[sleep]]ing, or to stop light from escaping outside the building (stopping people outside from being able to see inside, often for privacy reasons). In this application, they are also known as ''draperies''. Curtains hung over a [[door]]way are known as [[portière]]s.<ref name=""britannica-curtain"">{{cite web |url= http://www.britannica.com/EBchecked/topic/147125/curtain/|title=Curtain|publisher=Encyclopædia Britannica|access-date=5 May 2012}}</ref> Curtains come in a variety of shapes, materials, sizes, colors, and patterns. They often have their own sections within [[department store]]s, while some shops are completely dedicated to selling curtains.","Curtains are often hung on the inside of a building's [[window]]s to block the passage of light. For instance, at [[night]] to aid [[sleep]]ing, or to stop light from escaping outside the building. Curtains are cool. (stopping people outside from being able to see inside, often for privacy reasons). In this application, they are also known as ''draperies''. Curtains hung over a [[door]]way are known as [[portière]]s.<ref name=""britannica-curtain"">{{cite web |url= http://www.britannica.com/EBchecked/topic/147125/curtain/|title=Curtain|publisher=Encyclopædia Britannica|access-date=5 May 2012}}</ref> Curtains come in a variety of shapes, materials, sizes, colors, and patterns. They often have their own sections within [[department store]]s, while some shops are completely dedicated to selling curtains.",0.0,,4.1963,0.0,0.5709,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009138502,Black rat,~2026-18583-45,False,1774366146,en.wikipedia.org,0,Deleted wrong information,48781,48763,1344598698,1345151048,False,False,enwiki,https://en.wikipedia.org/wiki/Black_rat,https://en.wikipedia.org/w/index.php?diff=1345151048&oldid=1344598698,0.0,,"The '''black rat''' ('''''Rattus rattus'''''), also known as the '''roof rat''' or '''ship rat''', is a common long-tailed [[rodent]] of the stereotypical rat genus ''[[Rattus]]'', in the subfamily [[Murinae]].<ref name=""iucn status 19 November 2021"" /> It is a generalist [[omnivore]] that can live on a wide variety of foods. It associates extensively with [[Human|humans]], and most populations are [[Synanthrope|synanthropic]].<ref name="":1"" /> It likely originated in the [[Indian subcontinent]], but is now found worldwide.<ref>{{Cite journal |last1=Baig |first1=M. |last2=Khan |first2=S. |last3=Eager |first3=H. |last4=Atkulwar |first4=A. |last5=Searle |first5=J. B. |date=2019 |title=Phylogeography of the black rat ''Rattus rattus'' in India and the implications for its dispersal history in Eurasia |journal=Biological Invasions |volume=21 |issue=2 |pages=417–433 |bibcode=2019BiInv..21..417B |doi=10.1007/s10530-018-1830-0 |s2cid=67790305}}</ref>","The '''black rat''' ('''''Rattus rattus'''''), also known as the '''roof rat''', '''ship rat''', or '''house rat''', is a common long-tailed [[rodent]] of the stereotypical rat genus ''[[Rattus]]'', in the subfamily [[Murinae]].<ref name=""iucn status 19 November 2021"" /> It is a generalist [[omnivore]] that can live on a wide variety of foods. It associates extensively with [[Human|humans]], and most populations are [[Synanthrope|synanthropic]].<ref name="":1"" /> It likely originated in the [[Indian subcontinent]], but is now found worldwide.<ref>{{Cite journal |last1=Baig |first1=M. |last2=Khan |first2=S. |last3=Eager |first3=H. |last4=Atkulwar |first4=A. |last5=Searle |first5=J. B. |date=2019 |title=Phylogeography of the black rat ''Rattus rattus'' in India and the implications for its dispersal history in Eurasia |journal=Biological Invasions |volume=21 |issue=2 |pages=417–433 |bibcode=2019BiInv..21..417B |doi=10.1007/s10530-018-1830-0 |s2cid=67790305}}</ref>",0.0,,4.195,0.0,0.6368,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009138512,Donovan Clingan,Yedaman54,False,1774366151,en.wikipedia.org,0,Added Use American English per [[MOS:TIES]],14145,14186,1339822599,1345151052,True,False,enwiki,https://en.wikipedia.org/wiki/Donovan_Clingan,https://en.wikipedia.org/w/index.php?diff=1345151052&oldid=1339822599,0.0,,{{Use American English|date=March 2026}},,0.0,,0.0,0.0,0.5,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}",,,,,,,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}"
2009138516,Sitta min Shawwāl,Fatimah Bello,False,1774366156,en.wikipedia.org,0,,5514,5489,1345114325,1345151059,False,False,enwiki,https://en.wikipedia.org/wiki/Sitta_min_Shaww%C4%81l,https://en.wikipedia.org/w/index.php?diff=1345151059&oldid=1345114325,1.0,rule:no_comment,"'''Sitta min Shawwal''' ({{langx|ha|Sita Shawwal}}, {{langx|ar| ستة من شوال}}, {{lit|six of Shawwal}}) is the Islamic practice of observing six voluntary days of fasting ([[sawm]]) during the month of [[Shawwal]], the tenth month of the [[Islamic lunar calendar]], which follows immediately after the month of [[Ramadan]].<ref>{{Cite web |website=[[Islamic Relief Worldwide]] |title=Shawwal: The Six Days of Fasting |year=2025 |url= https://islamic-relief.org/faith-based-giving/shawwal}}</ref>","'''Sitta min Shawwal''' ({{langx|ha|Sita Shawwal}}, {{langx|ar| ستة من شوال}}, {{lit|six of Shawwal}}) is the Islamic practice of observing six voluntary days of fasting ([[sawm]]) during the month of [[Shawwal]], the tenth month of the [[Islamic lunar calendar]], which follows immediately after the month of [[Ramadan]].<ref>{{Cite web |website=[[Islamic Relief Worldwide]] |title=Shawwal: The Six Days of Fasting |year=2025 |url= https://islamic-relief.org/faith-based-giving/shawwal/ |access-date=March 2026}}</ref>",2.0,ned:year_change(2026);ned:number_change,4.3009,0.0,0.6458,"{""v"": 0.0442, ""s"": 0.243, ""t"": 0.7128}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,"The edit adds content about Sitta min Shawwal, including a citation. There are no obvious signs of vandalism like factual tampering or inappropriate content.","{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
2009138515,Miroslav Číž,LionmerterTHE,False,1774366152,en.wikipedia.org,0,"/* top */ clean up, [[WP:AWB/T|typo(s) fixed]]: Law → law",6005,6005,1343768673,1345151055,True,False,enwiki,https://en.wikipedia.org/wiki/Miroslav_%C4%8C%C3%AD%C5%BE,https://en.wikipedia.org/w/index.php?diff=1345151055&oldid=1343768673,0.0,,"Číž was born in [[Banská Štiavnica]]. He studied law at the [[Comenius University]], graduating in 1978. He later taught at the university.<ref name=""pravda"" />","Číž was born in [[Banská Štiavnica]]. He studied Law at the [[Comenius University]], graduating in 1978. He later taught at the university.<ref name=""pravda"" />",2.0,it:random(0.90),4.3336,0.0,0.9044,"{""v"": 0.0, ""s"": 0.3, ""t"": 0.7}","{""v"": 0.0624, ""s"": 0.2253, ""t"": 0.7123}",False,,Error: Expecting value: line 1 column 1 (char 0),SAFE,0.95,"The edit corrected a capitalization error ('Law' to 'law'). There are no other changes to names, dates, or locations.","{""v"": 0.03, ""s"": 0.65, ""t"": 0.32}"
