id,title,user,bot,timestamp,domain,namespace,comment,length_old,length_new,revision_old,revision_new,minor,patrolled,wiki,title_url,wiki_url
2009133310,Chak De! India,Dg bouti,False,1774365095,en.wikipedia.org,0,Added content,58405,58506,1345146735,1345148281,False,False,enwiki,https://en.wikipedia.org/wiki/Chak_De!_India,https://en.wikipedia.org/w/index.php?diff=1345148281&oldid=1345146735
2009133325,CENAPRED,Itzcuauhtli11,False,1774365103,en.wikipedia.org,0,ref list,1947,1974,1345148261,1345148291,False,False,enwiki,https://en.wikipedia.org/wiki/CENAPRED,https://en.wikipedia.org/w/index.php?diff=1345148291&oldid=1345148261
2009133326,Thendral (film),LionmerterTHE,False,1774365102,en.wikipedia.org,0,"clean up, [[WP:AWB/T|typo(s) fixed]]: Meanwhile → Meanwhile,, Tamilnadu → Tamil Nadu",9637,9634,1341427976,1345148292,True,False,enwiki,https://en.wikipedia.org/wiki/Thendral_(film),https://en.wikipedia.org/w/index.php?diff=1345148292&oldid=1341427976
2009133328,Stateside (song),Skyversay,False,1774365101,en.wikipedia.org,0,/* Charts */ Added peak.,37226,37330,1345038022,1345148290,False,False,enwiki,https://en.wikipedia.org/wiki/Stateside_(song),https://en.wikipedia.org/w/index.php?diff=1345148290&oldid=1345038022
2009133329,Centre-to-centre distance,Casablanca Rock,False,1774365104,en.wikipedia.org,0,Fix,1413,1371,1345148149,1345148296,False,False,enwiki,https://en.wikipedia.org/wiki/Centre-to-centre_distance,https://en.wikipedia.org/w/index.php?diff=1345148296&oldid=1345148149
2009133331,Latvia men's national basketball team,MrTallink,False,1774365100,en.wikipedia.org,0,,70766,70771,1342931175,1345148287,False,False,enwiki,https://en.wikipedia.org/wiki/Latvia_men%27s_national_basketball_team,https://en.wikipedia.org/w/index.php?diff=1345148287&oldid=1342931175
2009133333,Amir Husain,~2026-18309-15,False,1774365103,en.wikipedia.org,0,/* Childhood and education */,11496,11510,1345147930,1345148294,False,False,enwiki,https://en.wikipedia.org/wiki/Amir_Husain,https://en.wikipedia.org/w/index.php?diff=1345148294&oldid=1345147930
2009133339,1952 Hyderabad State Legislative Assembly election,456legend,False,1774365106,en.wikipedia.org,0,Title is self explanatory,27261,27237,1344427450,1345148299,False,False,enwiki,https://en.wikipedia.org/wiki/1952_Hyderabad_State_Legislative_Assembly_election,https://en.wikipedia.org/w/index.php?diff=1345148299&oldid=1344427450
2009133344,Gary Magness,Gjb0zWxOb,False,1774365109,en.wikipedia.org,0,added [[Category:Film producers from Colorado]] using [[WP:HC|HotCat]],2587,2629,1345148283,1345148309,False,False,enwiki,https://en.wikipedia.org/wiki/Gary_Magness,https://en.wikipedia.org/w/index.php?diff=1345148309&oldid=1345148283
2009133348,Kaushiki,~2026-18353-59,False,1774365109,en.wikipedia.org,0,"/* Legends */ She is not Lakshmi, she is the form of Parvati... let's have a debate ok if you have any problem",7593,6499,1345148174,1345148310,False,False,enwiki,https://en.wikipedia.org/wiki/Kaushiki,https://en.wikipedia.org/w/index.php?diff=1345148310&oldid=1345148174
