id,title,user,bot,timestamp,domain,namespace,comment,length_old,length_new,revision_old,revision_new,minor,patrolled,wiki,title_url,wiki_url
2009472007,Jalangi Assembly constituency,XYZ 250706,False,1774446713,en.wikipedia.org,0,/* Members of the Legislative Assembly */,18286,18291,1344273314,1345317892,False,False,enwiki,https://en.wikipedia.org/wiki/Jalangi_Assembly_constituency,https://en.wikipedia.org/w/index.php?diff=1345317892&oldid=1344273314
2009472009,Stockholm Arlanda Airport,~2026-18585-72,False,1774446709,en.wikipedia.org,0,/* Airlines and destinations */,159524,159460,1342944034,1345317886,False,False,enwiki,https://en.wikipedia.org/wiki/Stockholm_Arlanda_Airport,https://en.wikipedia.org/w/index.php?diff=1345317886&oldid=1342944034
2009472010,SRC,~2026-18544-27,False,1774446713,en.wikipedia.org,0,/* Other */,3134,3149,1345317508,1345317891,False,False,enwiki,https://en.wikipedia.org/wiki/SRC,https://en.wikipedia.org/w/index.php?diff=1345317891&oldid=1345317508
2009472011,Isabelle Boffey,Hildreth gazzard,False,1774446711,en.wikipedia.org,0,,17538,17960,1344263741,1345317887,False,False,enwiki,https://en.wikipedia.org/wiki/Isabelle_Boffey,https://en.wikipedia.org/w/index.php?diff=1345317887&oldid=1344263741
2009472016,Mule Suttles,~2026-16019-73,False,1774446715,en.wikipedia.org,0,/* Legacy */ Spelling on Big Mac,8534,8534,1334723066,1345317895,False,False,enwiki,https://en.wikipedia.org/wiki/Mule_Suttles,https://en.wikipedia.org/w/index.php?diff=1345317895&oldid=1334723066
2009472017,Dravidian languages,Jacklincoln47,False,1774446706,en.wikipedia.org,0,,109504,109560,1344604893,1345317882,False,False,enwiki,https://en.wikipedia.org/wiki/Dravidian_languages,https://en.wikipedia.org/w/index.php?diff=1345317882&oldid=1344604893
2009472024,Quintus Glitius Atilius Agricola,Randy Kryn,False,1774446718,en.wikipedia.org,0,uppercase per direct link (Roman Senate),6850,6850,1328888193,1345317898,False,False,enwiki,https://en.wikipedia.org/wiki/Quintus_Glitius_Atilius_Agricola,https://en.wikipedia.org/w/index.php?diff=1345317898&oldid=1328888193
2009472025,List of shipwrecks in March 1942,October1944,False,1774446700,en.wikipedia.org,0,/* 25 March */,258960,258960,1345317701,1345317872,False,False,enwiki,https://en.wikipedia.org/wiki/List_of_shipwrecks_in_March_1942,https://en.wikipedia.org/w/index.php?diff=1345317872&oldid=1345317701
2009472026,Rotherham United F.C.,CoatbridgeChancellor,False,1774446710,en.wikipedia.org,0,,55584,55585,1345085557,1345317890,False,False,enwiki,https://en.wikipedia.org/wiki/Rotherham_United_F.C.,https://en.wikipedia.org/w/index.php?diff=1345317890&oldid=1345085557
2009472029,Nancy Shevell,Woodensuperman,False,1774446722,en.wikipedia.org,0,,397,363,1308552821,1345317906,False,False,enwiki,https://en.wikipedia.org/wiki/Nancy_Shevell,https://en.wikipedia.org/w/index.php?diff=1345317906&oldid=1308552821
2009472032,Glossary of solitaire terms,1isall,False,1774446721,en.wikipedia.org,0,Replace some instances of patience.,25455,25457,1345009340,1345317907,False,False,enwiki,https://en.wikipedia.org/wiki/Glossary_of_solitaire_terms,https://en.wikipedia.org/w/index.php?diff=1345317907&oldid=1345009340
2009472035,Liga 2 (Peru),Ericbaudouin,False,1774446719,en.wikipedia.org,0,/* Champions */,64303,64303,1345023901,1345317903,True,False,enwiki,https://en.wikipedia.org/wiki/Liga_2_(Peru),https://en.wikipedia.org/w/index.php?diff=1345317903&oldid=1345023901
2009472039,Ivor Grattan-Guinness,Nerd271,False,1774446720,en.wikipedia.org,0,/* Books written */ One more.,18974,19143,1345316972,1345317899,False,False,enwiki,https://en.wikipedia.org/wiki/Ivor_Grattan-Guinness,https://en.wikipedia.org/w/index.php?diff=1345317899&oldid=1345316972
2009472041,Bond Electraglide,~2026-18813-55,False,1774446725,en.wikipedia.org,0,,6581,6483,1305366757,1345317912,False,False,enwiki,https://en.wikipedia.org/wiki/Bond_Electraglide,https://en.wikipedia.org/w/index.php?diff=1345317912&oldid=1305366757
2009472044,Prentis Cobb Hale,"Swordfish121,641",False,1774446724,en.wikipedia.org,0,Corrected my error in previous edit,4082,4094,1345317207,1345317910,False,False,enwiki,https://en.wikipedia.org/wiki/Prentis_Cobb_Hale,https://en.wikipedia.org/w/index.php?diff=1345317910&oldid=1345317207
2009472045,2030 Winter Olympics,~2026-18626-07,False,1774446723,en.wikipedia.org,0,/* Broadcasting rights */,68107,68086,1345317374,1345317911,False,False,enwiki,https://en.wikipedia.org/wiki/2030_Winter_Olympics,https://en.wikipedia.org/w/index.php?diff=1345317911&oldid=1345317374
2009472043,BBC,Rccn,False,1774446717,en.wikipedia.org,0,Update for new director general appointment,219240,219638,1344991330,1345317896,False,False,enwiki,https://en.wikipedia.org/wiki/BBC,https://en.wikipedia.org/w/index.php?diff=1345317896&oldid=1344991330
2009472049,FK Mjølner,~2026-99662-1,False,1774446726,en.wikipedia.org,0,/* Players */,8265,7932,1318443309,1345317917,False,False,enwiki,https://en.wikipedia.org/wiki/FK_Mj%C3%B8lner,https://en.wikipedia.org/w/index.php?diff=1345317917&oldid=1318443309
2009472048,Final Fight 2,KGRAMR,False,1774446725,en.wikipedia.org,0,/* Reception */,19083,19558,1345227435,1345317916,False,False,enwiki,https://en.wikipedia.org/wiki/Final_Fight_2,https://en.wikipedia.org/w/index.php?diff=1345317916&oldid=1345227435
2009472055,"George Brown (cricketer, born 1887)",Ian Rose,False,1774446728,en.wikipedia.org,0,Duplink,61481,61464,1345317850,1345317919,True,False,enwiki,"https://en.wikipedia.org/wiki/George_Brown_(cricketer,_born_1887)",https://en.wikipedia.org/w/index.php?diff=1345317919&oldid=1345317850
2009472057,Dude Martin,Werter1995,False,1774446730,en.wikipedia.org,0,removed [[Category:American radio personalities]]; added [[Category:Radio personalities from San Francisco]] using [[WP:HC|HotCat]],5973,5983,1345317818,1345317923,False,False,enwiki,https://en.wikipedia.org/wiki/Dude_Martin,https://en.wikipedia.org/w/index.php?diff=1345317923&oldid=1345317818
2009472058,2014–15 Bristol City F.C. season,Microwave Anarchist,False,1774446723,en.wikipedia.org,0,/* Match details */,76542,76560,1345235705,1345317915,True,False,enwiki,https://en.wikipedia.org/wiki/2014%E2%80%9315_Bristol_City_F.C._season,https://en.wikipedia.org/w/index.php?diff=1345317915&oldid=1345235705
2009472062,FC Tver,Geregen2,False,1774446730,en.wikipedia.org,0,/* Current squad */,7046,6991,1339107396,1345317925,False,False,enwiki,https://en.wikipedia.org/wiki/FC_Tver,https://en.wikipedia.org/w/index.php?diff=1345317925&oldid=1339107396
2009472064,"Alamogordo, New Mexico",~2026-18495-87,False,1774446728,en.wikipedia.org,0,,101478,101420,1344346046,1345317922,False,False,enwiki,"https://en.wikipedia.org/wiki/Alamogordo,_New_Mexico",https://en.wikipedia.org/w/index.php?diff=1345317922&oldid=1344346046
2009472067,Into the Woods,Ssilvers,False,1774446728,en.wikipedia.org,0,"Unless you have a [[WP:CRYSTAL]] ball, you cannot say that that someone ""will"" join the cast.  Wait until she does and then cite a source that says that she has done so.",132470,132085,1345306735,1345317921,False,False,enwiki,https://en.wikipedia.org/wiki/Into_the_Woods,https://en.wikipedia.org/w/index.php?diff=1345317921&oldid=1345306735
2009472068,SRC,B.J,False,1774446732,en.wikipedia.org,0,Reverted edits by [[Special:Contributions/~2026-18544-27|~2026-18544-27]] ([[User talk:~2026-18544-27|talk]]): not adhering to [[WP:MOS|manual of style]] ([[WP:HG|HG]]) (3.4.14),3149,3134,1345317891,1345317927,True,False,enwiki,https://en.wikipedia.org/wiki/SRC,https://en.wikipedia.org/w/index.php?diff=1345317927&oldid=1345317891
2009472070,Daddy Yankee,~2026-18565-14,False,1774446728,en.wikipedia.org,0,,110912,110901,1344993475,1345317924,False,False,enwiki,https://en.wikipedia.org/wiki/Daddy_Yankee,https://en.wikipedia.org/w/index.php?diff=1345317924&oldid=1344993475
2009472075,Alabo Graham-Douglas,GrahamDouglasFamily,False,1774446731,en.wikipedia.org,0,,17980,18017,1345317871,1345317926,False,False,enwiki,https://en.wikipedia.org/wiki/Alabo_Graham-Douglas,https://en.wikipedia.org/w/index.php?diff=1345317926&oldid=1345317871
2009472076,Glenn Capacio,Xenonxz,False,1774446731,en.wikipedia.org,0,,14810,14906,1340867075,1345317928,False,False,enwiki,https://en.wikipedia.org/wiki/Glenn_Capacio,https://en.wikipedia.org/w/index.php?diff=1345317928&oldid=1340867075
2009472079,Gaius Curtius Justus,Randy Kryn,False,1774446737,en.wikipedia.org,0,uppercase per direct link (Roman Senate),5417,5417,1271750085,1345317933,False,False,enwiki,https://en.wikipedia.org/wiki/Gaius_Curtius_Justus,https://en.wikipedia.org/w/index.php?diff=1345317933&oldid=1271750085
2009472080,2026 CFA Team China Cup,Tống Thành Hưng,False,1774446736,en.wikipedia.org,0,,9144,9191,1345317845,1345317932,False,False,enwiki,https://en.wikipedia.org/wiki/2026_CFA_Team_China_Cup,https://en.wikipedia.org/w/index.php?diff=1345317932&oldid=1345317845
